Id,SalePrice
1461,130972.93345073101
1462,176408.73604383066
1463,130972.93345073101
1464,176408.73604383066
1465,267280.34123002994
1466,176408.73604383066
1467,176408.73604383066
1468,176408.73604383066
1469,221844.53863693032
1470,85537.13085763136
1471,221844.53863693032
1472,176408.73604383066
1473,130972.93345073101
1474,176408.73604383066
1475,221844.53863693032
1476,312716.1438231296
1477,267280.34123002994
1478,312716.1438231296
1479,267280.34123002994
1480,312716.1438231296
1481,267280.34123002994
1482,267280.34123002994
1483,176408.73604383066
1484,221844.53863693032
1485,221844.53863693032
1486,221844.53863693032
1487,267280.34123002994
1488,267280.34123002994
1489,221844.53863693032
1490,176408.73604383066
1491,221844.53863693032
1492,130972.93345073101
1493,176408.73604383066
1494,267280.34123002994
1495,267280.34123002994
1496,221844.53863693032
1497,221844.53863693032
1498,221844.53863693032
1499,221844.53863693032
1500,176408.73604383066
1501,176408.73604383066
1502,221844.53863693032
1503,267280.34123002994
1504,267280.34123002994
1505,221844.53863693032
1506,176408.73604383066
1507,176408.73604383066
1508,176408.73604383066
1509,176408.73604383066
1510,130972.93345073101
1511,130972.93345073101
1512,130972.93345073101
1513,176408.73604383066
1514,130972.93345073101
1515,130972.93345073101
1516,176408.73604383066
1517,176408.73604383066
1518,130972.93345073101
1519,221844.53863693032
1520,130972.93345073101
1521,130972.93345073101
1522,176408.73604383066
1523,85537.13085763136
1524,130972.93345073101
1525,130972.93345073101
1526,130972.93345073101
1527,85537.13085763136
1528,176408.73604383066
1529,130972.93345073101
1530,176408.73604383066
1531,85537.13085763136
1532,130972.93345073101
1533,130972.93345073101
1534,176408.73604383066
1535,130972.93345073101
1536,130972.93345073101
1537,-5334.474328567943
1538,267280.34123002994
1539,267280.34123002994
1540,130972.93345073101
1541,176408.73604383066
1542,130972.93345073101
1543,221844.53863693032
1544,85537.13085763136
1545,176408.73604383066
1546,176408.73604383066
1547,130972.93345073101
1548,176408.73604383066
1549,130972.93345073101
1550,130972.93345073101
1551,176408.73604383066
1552,85537.13085763136
1553,176408.73604383066
1554,176408.73604383066
1555,130972.93345073101
1556,130972.93345073101
1557,130972.93345073101
1558,176408.73604383066
1559,85537.13085763136
1560,130972.93345073101
1561,85537.13085763136
1562,130972.93345073101
1563,130972.93345073101
1564,130972.93345073101
1565,130972.93345073101
1566,221844.53863693032
1567,85537.13085763136
1568,176408.73604383066
1569,40101.32826453171
1570,176408.73604383066
1571,85537.13085763136
1572,130972.93345073101
1573,221844.53863693032
1574,130972.93345073101
1575,221844.53863693032
1576,176408.73604383066
1577,221844.53863693032
1578,176408.73604383066
1579,130972.93345073101
1580,221844.53863693032
1581,130972.93345073101
1582,130972.93345073101
1583,267280.34123002994
1584,221844.53863693032
1585,176408.73604383066
1586,40101.32826453171
1587,130972.93345073101
1588,130972.93345073101
1589,85537.13085763136
1590,176408.73604383066
1591,85537.13085763136
1592,130972.93345073101
1593,176408.73604383066
1594,85537.13085763136
1595,130972.93345073101
1596,221844.53863693032
1597,130972.93345073101
1598,221844.53863693032
1599,267280.34123002994
1600,267280.34123002994
1601,-5334.474328567943
1602,176408.73604383066
1603,85537.13085763136
1604,267280.34123002994
1605,267280.34123002994
1606,176408.73604383066
1607,176408.73604383066
1608,221844.53863693032
1609,221844.53863693032
1610,130972.93345073101
1611,130972.93345073101
1612,130972.93345073101
1613,130972.93345073101
1614,130972.93345073101
1615,85537.13085763136
1616,85537.13085763136
1617,85537.13085763136
1618,130972.93345073101
1619,130972.93345073101
1620,130972.93345073101
1621,130972.93345073101
1622,130972.93345073101
1623,267280.34123002994
1624,176408.73604383066
1625,176408.73604383066
1626,176408.73604383066
1627,176408.73604383066
1628,267280.34123002994
1629,221844.53863693032
1630,267280.34123002994
1631,267280.34123002994
1632,267280.34123002994
1633,221844.53863693032
1634,176408.73604383066
1635,176408.73604383066
1636,176408.73604383066
1637,130972.93345073101
1638,221844.53863693032
1639,176408.73604383066
1640,221844.53863693032
1641,176408.73604383066
1642,221844.53863693032
1643,267280.34123002994
1644,267280.34123002994
1645,130972.93345073101
1646,176408.73604383066
1647,221844.53863693032
1648,130972.93345073101
