Id,SalePrice
1461,103394.68980031586
1462,152441.4493156253
1463,161837.8465368835
1464,187675.81722297778
1465,225467.0246667713
1466,190260.2020052703
1467,166544.67106188016
1468,180632.10183594524
1469,201453.32559170702
1470,96879.38463647896
1471,201250.628746037
1472,135110.8690108402
1473,113326.83523814593
1474,180176.03393318772
1475,154563.88905832943
1476,327281.4292398883
1477,260143.97624853125
1478,295052.6307783581
1479,274231.40702259634
1480,345625.4937730235
1481,295919.96950928646
1482,230027.7036943463
1483,173487.0380260777
1484,191521.18015387695
1485,203125.5745684845
1486,221317.61646736713
1487,307321.667078224
1488,262728.3610308238
1489,195220.39758735447
1490,180784.12447019774
1491,217567.72482247208
1492,109272.89832474591
1493,182101.65396705276
1494,300936.716439619
1495,294653.11422384897
1496,208902.43467007956
1497,218631.8832622396
1498,194308.26178183945
1499,194308.26178183945
1500,169027.70742133766
1501,183013.78977256775
1502,188227.35641173943
1503,253759.02560992623
1504,254249.97675191145
1505,209105.13151574956
1506,199077.51479191537
1507,232826.53959597056
1508,202219.3158998004
1509,189753.4598910953
1510,141720.18460413587
1511,140554.67774153338
1512,155807.61537820095
1513,196341.10737537034
1514,124256.67393213623
1515,203998.79043624375
1516,185243.45507493778
1517,142255.93282070773
1518,160570.991251446
1519,208497.04097873956
1520,115911.22002043844
1521,119103.69533974095
1522,186459.63614895777
1523,98637.19106390172
1524,111907.95731845591
1525,107245.92986804589
1526,108056.7172507259
1527,102098.8284124815
1528,147120.65711678777
1529,138831.75455333834
1530,177084.90703672022
1531,124329.01625257438
1532,84122.69848947598
1533,147547.71891714842
1534,148488.86082506028
1535,140741.5836150136
1536,121079.98958502348
1537,40136.02212254037
1538,218660.88936463647
1539,275533.1455472616
1540,151012.6575605764
1541,180885.47289303274
1542,139677.42517524608
1543,216994.5175246898
1544,69651.54213309154
1545,142458.62966637773
1546,167000.73896463765
1547,131620.22555986355
1548,156850.10570894784
1549,131990.7360119758
1550,157125.14487505596
1551,139215.4801356577
